2023-02-21 14:07:38,776 DEBUG   HandlerThread:22436 [system_info.py:probe():241] Probing system done
2023-02-21 14:07:38,776 DEBUG   HandlerThread:22436 [system_monitor.py:probe():181] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.9.13', 'heartbeatAt': '2023-02-21T19:07:38.695640', 'startedAt': '2023-02-21T19:07:38.031838', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'MLOps/Udacity/upload-and-version-artifacts.ipynb', 'root': 'C:/Users/Roland/MLOps', 'git': {'remote': 'https://github.com/manchester9/ml-ops', 'commit': '1855ac8b1de883dceb38d6d65d237169255aa2df'}, 'email': 'rolandferrao@yahoo.com', 'host': 'DESKTOP-I24FLDU', 'username': 'Roland', 'executable': 'C:\\Users\\Roland\\anaconda3\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 1901.0, 'min': 0.0, 'max': 1901.0}, 'cpu_freq_per_core': [{'current': 1901.0, 'min': 0.0, 'max': 1901.0}], 'disk': {'total': 930.8794288635254, 'used': 188.07634735107422}, 'memory': {'total': 30.82659149169922}}
2023-02-21 14:07:38,776 INFO    HandlerThread:22436 [system_monitor.py:probe():182] Finished collecting system info
2023-02-21 14:07:38,776 INFO    HandlerThread:22436 [system_monitor.py:probe():185] Publishing system info
2023-02-21 14:07:38,776 DEBUG   HandlerThread:22436 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-02-21 14:07:38,777 DEBUG   HandlerThread:22436 [system_info.py:_save_pip():67] Saving pip packages done
2023-02-21 14:07:38,777 DEBUG   HandlerThread:22436 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-02-21 14:07:39,596 INFO    Thread-47 :22436 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\requirements.txt
2023-02-21 14:07:39,597 INFO    Thread-47 :22436 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\wandb-summary.json
2023-02-21 14:07:39,597 INFO    Thread-47 :22436 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\conda-environment.yaml
2023-02-21 14:07:52,176 DEBUG   HandlerThread:22436 [system_info.py:_save_conda():86] Saving conda packages done
2023-02-21 14:07:52,177 INFO    HandlerThread:22436 [system_monitor.py:probe():187] Finished publishing system info
2023-02-21 14:07:52,178 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: status_report
2023-02-21 14:07:52,178 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: keepalive
2023-02-21 14:07:52,178 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: status_report
2023-02-21 14:07:52,178 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: keepalive
2023-02-21 14:07:52,179 DEBUG   SenderThread:22436 [sender.py:send():336] send: files
2023-02-21 14:07:52,179 INFO    SenderThread:22436 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-02-21 14:07:52,191 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: stop_status
2023-02-21 14:07:52,191 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: stop_status
2023-02-21 14:07:52,290 DEBUG   SenderThread:22436 [sender.py:send():336] send: telemetry
2023-02-21 14:07:52,316 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: log_artifact
2023-02-21 14:07:52,316 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: log_artifact
2023-02-21 14:07:52,546 INFO    wandb-upload_0:22436 [upload_job.py:push():138] Uploaded file C:\Users\Roland\AppData\Local\Temp\tmp37w7lqk6wandb\rh7r9su7-wandb-metadata.json
2023-02-21 14:07:52,653 INFO    SenderThread:22436 [sender.py:send_request_log_artifact():1381] logged artifact my_artifact.txt - {'id': 'QXJ0aWZhY3Q6Mzc4MDczMjYy', 'digest': '1cb2ca10211be020ab3b1b162d70f581', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'my_artifact.txt', 'alias': 'latest'}, {'artifactCollectionName': 'my_artifact.txt', 'alias': 'v1'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjU0MTAyNjI4', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6Mzc4MDczMjYy', 'versionIndex': 1}}, 'version': 'v1'}
2023-02-21 14:07:52,653 DEBUG   SenderThread:22436 [sender.py:send():336] send: telemetry
2023-02-21 14:07:52,653 DEBUG   SenderThread:22436 [sender.py:send():336] send: exit
2023-02-21 14:07:52,653 INFO    SenderThread:22436 [sender.py:send_exit():559] handling exit code: 0
2023-02-21 14:07:52,653 INFO    SenderThread:22436 [sender.py:send_exit():561] handling runtime: 13
2023-02-21 14:07:52,654 INFO    SenderThread:22436 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-21 14:07:52,655 INFO    SenderThread:22436 [sender.py:send_exit():567] send defer
2023-02-21 14:07:52,655 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:52,655 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 0
2023-02-21 14:07:52,655 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:52,656 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 0
2023-02-21 14:07:52,656 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 1
2023-02-21 14:07:52,656 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:52,656 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 1
2023-02-21 14:07:52,656 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:52,656 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 1
2023-02-21 14:07:52,656 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 2
2023-02-21 14:07:52,656 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:52,656 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 2
2023-02-21 14:07:52,656 INFO    HandlerThread:22436 [system_monitor.py:finish():161] Stopping system monitor
2023-02-21 14:07:52,657 DEBUG   SystemMonitor:22436 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2023-02-21 14:07:52,657 DEBUG   SystemMonitor:22436 [system_monitor.py:_start():137] Finished system metrics aggregation loop
2023-02-21 14:07:52,657 DEBUG   SystemMonitor:22436 [system_monitor.py:_start():141] Publishing last batch of metrics
2023-02-21 14:07:52,657 INFO    HandlerThread:22436 [interfaces.py:finish():175] Joined cpu
2023-02-21 14:07:52,658 INFO    HandlerThread:22436 [interfaces.py:finish():175] Joined disk
2023-02-21 14:07:52,658 INFO    HandlerThread:22436 [interfaces.py:finish():175] Joined memory
2023-02-21 14:07:52,658 INFO    HandlerThread:22436 [interfaces.py:finish():175] Joined network
2023-02-21 14:07:52,658 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:52,658 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 2
2023-02-21 14:07:52,658 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 3
2023-02-21 14:07:52,658 DEBUG   SenderThread:22436 [sender.py:send():336] send: stats
2023-02-21 14:07:52,658 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:52,658 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 3
2023-02-21 14:07:52,659 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:52,659 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 3
2023-02-21 14:07:52,659 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 4
2023-02-21 14:07:52,659 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:52,659 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 4
2023-02-21 14:07:52,659 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:52,659 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 4
2023-02-21 14:07:52,659 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 5
2023-02-21 14:07:52,659 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:52,659 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 5
2023-02-21 14:07:52,660 DEBUG   SenderThread:22436 [sender.py:send():336] send: summary
2023-02-21 14:07:52,660 INFO    SenderThread:22436 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-02-21 14:07:52,660 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:52,660 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 5
2023-02-21 14:07:52,660 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 6
2023-02-21 14:07:52,660 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:52,661 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 6
2023-02-21 14:07:52,661 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:52,661 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 6
2023-02-21 14:07:52,664 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: status_report
2023-02-21 14:07:52,680 INFO    Thread-47 :22436 [dir_watcher.py:_on_file_modified():292] file/dir modified: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\wandb-summary.json
2023-02-21 14:07:52,681 INFO    Thread-47 :22436 [dir_watcher.py:_on_file_modified():292] file/dir modified: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\conda-environment.yaml
2023-02-21 14:07:52,681 INFO    Thread-47 :22436 [dir_watcher.py:_on_file_created():275] file/dir created: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\wandb-metadata.json
2023-02-21 14:07:52,826 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 7
2023-02-21 14:07:52,826 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:52,826 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 7
2023-02-21 14:07:52,827 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:52,827 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 7
2023-02-21 14:07:52,827 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 8
2023-02-21 14:07:52,827 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:52,827 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 8
2023-02-21 14:07:52,827 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:52,827 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 8
2023-02-21 14:07:52,828 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 9
2023-02-21 14:07:52,828 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:52,828 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 9
2023-02-21 14:07:52,828 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:52,828 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 9
2023-02-21 14:07:52,828 INFO    SenderThread:22436 [dir_watcher.py:finish():362] shutting down directory watcher
2023-02-21 14:07:53,330 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: poll_exit
2023-02-21 14:07:53,691 INFO    SenderThread:22436 [dir_watcher.py:_on_file_modified():292] file/dir modified: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\config.yaml
2023-02-21 14:07:53,691 INFO    SenderThread:22436 [dir_watcher.py:finish():392] scan: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files
2023-02-21 14:07:53,692 INFO    SenderThread:22436 [dir_watcher.py:finish():406] scan save: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\conda-environment.yaml conda-environment.yaml
2023-02-21 14:07:53,692 INFO    SenderThread:22436 [dir_watcher.py:finish():406] scan save: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\config.yaml config.yaml
2023-02-21 14:07:53,694 INFO    SenderThread:22436 [dir_watcher.py:finish():406] scan save: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\requirements.txt requirements.txt
2023-02-21 14:07:53,697 INFO    SenderThread:22436 [dir_watcher.py:finish():406] scan save: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\wandb-metadata.json wandb-metadata.json
2023-02-21 14:07:53,698 INFO    SenderThread:22436 [dir_watcher.py:finish():406] scan save: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\wandb-summary.json wandb-summary.json
2023-02-21 14:07:53,700 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 10
2023-02-21 14:07:53,701 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: poll_exit
2023-02-21 14:07:53,701 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:53,701 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 10
2023-02-21 14:07:53,703 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:53,703 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 10
2023-02-21 14:07:53,704 INFO    SenderThread:22436 [file_pusher.py:finish():162] shutting down file pusher
2023-02-21 14:07:54,061 INFO    wandb-upload_0:22436 [upload_job.py:push():138] Uploaded file C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\conda-environment.yaml
2023-02-21 14:07:54,103 INFO    wandb-upload_3:22436 [upload_job.py:push():138] Uploaded file C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\wandb-summary.json
2023-02-21 14:07:54,103 INFO    wandb-upload_2:22436 [upload_job.py:push():138] Uploaded file C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\requirements.txt
2023-02-21 14:07:54,118 INFO    wandb-upload_1:22436 [upload_job.py:push():138] Uploaded file C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\files\config.yaml
2023-02-21 14:07:54,321 INFO    Thread-46 :22436 [sender.py:transition_state():587] send defer: 11
2023-02-21 14:07:54,321 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:54,321 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 11
2023-02-21 14:07:54,322 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:54,322 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 11
2023-02-21 14:07:54,322 INFO    SenderThread:22436 [file_pusher.py:join():167] waiting for file pusher
2023-02-21 14:07:54,322 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 12
2023-02-21 14:07:54,322 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:54,322 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 12
2023-02-21 14:07:54,322 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:54,322 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 12
2023-02-21 14:07:54,336 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: poll_exit
2023-02-21 14:07:55,077 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 13
2023-02-21 14:07:55,078 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: poll_exit
2023-02-21 14:07:55,078 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:55,078 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 13
2023-02-21 14:07:55,078 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:55,079 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 13
2023-02-21 14:07:55,079 INFO    SenderThread:22436 [sender.py:transition_state():587] send defer: 14
2023-02-21 14:07:55,079 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: defer
2023-02-21 14:07:55,079 DEBUG   SenderThread:22436 [sender.py:send():336] send: final
2023-02-21 14:07:55,079 INFO    HandlerThread:22436 [handler.py:handle_request_defer():170] handle defer: 14
2023-02-21 14:07:55,079 DEBUG   SenderThread:22436 [sender.py:send():336] send: footer
2023-02-21 14:07:55,079 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: defer
2023-02-21 14:07:55,080 INFO    SenderThread:22436 [sender.py:send_request_defer():583] handle sender defer: 14
2023-02-21 14:07:55,080 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: poll_exit
2023-02-21 14:07:55,081 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: server_info
2023-02-21 14:07:55,081 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: poll_exit
2023-02-21 14:07:55,081 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: get_summary
2023-02-21 14:07:55,081 DEBUG   SenderThread:22436 [sender.py:send_request():363] send_request: server_info
2023-02-21 14:07:55,081 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: sampled_history
2023-02-21 14:07:55,183 DEBUG   HandlerThread:22436 [handler.py:handle_request():144] handle_request: shutdown
2023-02-21 14:07:55,183 INFO    HandlerThread:22436 [handler.py:finish():841] shutting down handler
2023-02-21 14:07:56,086 INFO    WriterThread:22436 [datastore.py:close():299] close: C:\Users\Roland\MLOps\Udacity\wandb\run-20230221_140738-16vz5egj\run-16vz5egj.wandb
2023-02-21 14:07:56,195 INFO    SenderThread:22436 [sender.py:finish():1493] shutting down sender
2023-02-21 14:07:56,195 INFO    SenderThread:22436 [file_pusher.py:finish():162] shutting down file pusher
2023-02-21 14:07:56,195 INFO    SenderThread:22436 [file_pusher.py:join():167] waiting for file pusher
